Book,Category,Section #,Section Name,Section Title,Subsection Type,Subsection Title,Content Type,Content,Content_Num,Author,Image,Source
Don't Worry Be Healthy,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,LOCUS,Link,http://www.focaluprightfurniture.com/,63,,,
Don't Worry Be Healthy,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,JASWIG,Subtitle,Ergonomics and sustainability,64,,,
Don't Worry Be Healthy,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,JASWIG,Body Copy,"Jaswig is a Dutch company with the objective of producing socially and ecologically sustainable furniture for homes, schools and offices. All of their products are designed to improve people’s health and productivity by providing a manual mechanism that allows the desks’ height to be changed between 91 and 122cm.
The deskd are 100% made in Belgium using FSC-certified birch plywood and environmentally friendly finishes. They are easy to assemble and feature a storage space and an ergonomic footrest.
Jaswig argues that the tables – height-adjustable ensuring physical activity of people – are able to combine two key productivity factors: Curiosity and concentration.",65,,,
Don't Worry Be Healthy,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,JASWIG,Link,http://www.jaswig.com,66,,,
Don't Worry Be Healthy,Health & Wellbeing,,Case Study,,,FACEBOOK,Section Description,Facebook ‘s new Campus design is based on the results of recent research on the advan- tages and disadvantages of the two main models of organizing the working space: Open space and closed offices,67,,,
Don't Worry Be Healthy,Health & Wellbeing,,Case Study,,,FACEBOOK,Body Copy,"The design team’s objective was to balance the open spaces, where people are encouraged to work and socialize, with the closed ones, where people can find concentration and focus.
Facebook‘s new Campus design is based on the results of recent research on the advantages and disadvantages of the two main models of organizing the working space: Open space and closed offices.
The result is a new kind of open space, the largest in the world, designed for pro- ductivity, well-being and people’s happiness and based on three principles: prox- imity, privacy, permission.

Proximity is the principle that intends to avoid excessively crowded environments, leaving enough space between people, creating aggregation sites and social spac- es, where resources may be shared (services, cafeterias, etc. ).

Privacy is the principle guiding the design of the workplaces, providing them with visual and acoustic privacy, allowing people to have control over the space around them.

Permission is a set of rules of “corporate behavior” that are part of the corporate culture and establish coexistence between people.

These principles include a strong focus on physical movement, which is strongly encouraged. The entire central area of the Campus is fully pedestrianized and equipped with bars, restaurants, open-air areas, etc., where people can work, socialize or simply relax.
The Campus offers numerous playgrounds where people can dedicate time to socializing during sport or just keep in shape. Bicycle parking lots with locker rooms and showers encourage people to go take their bikes or run to work.
People are given the choice of different working environments, and of how and how long they work. In the office, all the desks are adjustable in height in order to balance sitting and standing, and for those wishing to move while working, workstations equipped with treadmills are available.",68,,,
Don't Worry Be Healthy,Health & Wellbeing,,Solutions,,,,Subtitle,MASTERING A NEW WELL BEING,69,,,
Don't Worry Be Healthy,Health & Wellbeing,,Solutions,,,,Section Description,How can the design of the office environment help and support people to stay active and be healthy at work?,70,,,
Don't Worry Be Healthy,Health & Wellbeing,,,,,,Body Copy,"Movement and activity are prerequisites of staying healthy.
Several studies confirm that an active attitude during the working hours of the day lead to better health conditions. Some results even show that exercising after work does not compensate for the negative effects of a prolonged time of sedentary behavior.",71,,,
From Space to Place,People & Culture,,Facts and figures,,,,Section Description,"Social, technological and economic pressures are changing the office reducing the space at emplo- yees’ disposal, but not everywhere: new places are available, now!",72,,,
From Space to Place,People & Culture,,Facts and figures,,,,,"Three groups may be distinguished: “Early adopters” (27%) who see the workplace strategy as vital to success, a majority (45%) of people who consider it important but have not taken any action yet and the “laggards” (23%) who do not have this kind of action on their agenda at all 6.",73,,,
From Space to Place,People & Culture,,Facts and figures,,,,Infographic,"Three of these models seem to be more successful than others: co-working, the satellite office and the campus.",74,,,
From Space to Place,People & Culture,,The expert‘s talk,THE EVOLUTIVE WAY TO THE EMOTIONAL OFFICE,,,Section Description,"An interview with Stefan Camenzind and Tanya Ruegg, the architects who revolutionized the way the office is planned by mixing the different working modalities within a company and creating a place that meets the employees’ needs.",75,,,
From Space to Place,People & Culture,,The expert‘s talk,THE EVOLUTIVE WAY TO THE EMOTIONAL OFFICE,,,Bio,"Partners of Evolution Design, founded in 1995, Stefan and Tanya drove their passion to create a new level of user- centered design solutions.
Over the last twenty years they have successfully innovated a diverse array of international projects, ranging from cultural landmarks and offices to residential and commercial buildings. Their partnership is a true testament to cutting-edge strategic and creative symbiosis - whereby they uniquely tailor a strategy and set-up for each project, analysing clients’ objectives and aspirations and evolving them into a creative process to inspire exceptionally innovative design solutions",76,,,
From Space to Place,People & Culture,,The expert‘s talk,THE EVOLUTIVE WAY TO THE EMOTIONAL OFFICE,,,Interview,"In this issue, we want to explore how spaces can be conceived as “enabling platforms”, i.e. tools to welcome and foster new technolo- gies and new collaborative processes. Starting by considering the office space of the building, what is the role of architecture in pro- moting new ways of working? How can we combine the constraints and the rigidity of the building with the need for flexibility and flu- idity of the contemporary working space?

S.C. _ Architecture and building structures are crucial elements in find- ing an optimal starting point for the definition of spaces for new ways of working. This important fact is often not considered sufficiently. Over the last years, we have learnt that a very important point in pro- moting collaboration and communication is to have as few stories as possible. Thus towers, though perfect from a real estate point of view, are not the best models of office space. It is far better to have a large horizontal floor plate, around 2-4.000 square meters, with open spac- es, as few columns as possible and light from both facades, that we can use the way we want. And “the way we want” not only refers to the present, but also to a time 5-10 years from now, in case something dif- ferent arrives in the office and the space will be forced to change. We do not know what and how, but we know we will have to be ready for it and we should make it as easy as possible for a company to adjust and change. In addition, you can also see how floor plates are organ- ized. If you look at the easyCredit project, for example (see the section “The Case”), you will see an almost perfect building because of the way people can move in it: you can always go diagonally, taking the short- est way and this naturally encourages people to quickly see and talk to each other rather than writing emails or make phone calls.
So, yes, we think that the quality of buildings is actually the foundation of an optimal workspace. Research shows that the “open office” model, as opposed to cubi- cles, did not keep its promise of ensuring both an optimal level of productivity and user engagement. It turned out that one always had to be sacrificed for the benefit of the other. What is your opinion about it?

S.C. _ We do not think we can provide a “onefitsall” solution. We need to look at the company needs, vision and goals and understand the individual needs of the employees. Research helps us to discover how to balance the working space providing the flexibility related to the changing needs of concentration, collaboration and all the areas in between. Different companies promote different types of working, so it is clear that we cannot only provide one solution. We need to compose multiple configurations in order to suit the multiplicity of people’s needs. We also think that, if you engage the employees in the process and make sure they have a say in making decisions, this will not only be the first step towards creating the right mix, but a way to empower the employees, foster the engagement and create the bases for amaz- ing teams.
The “evolution model” concept brings an emotional dimension to the office space: how does this element provide value and meaning in the creation of a space designed to engage the employees? How do you evaluate the emotional impact of your projects?

T.R. _We think a sense of “belonging” is one of the fundamental needs of everyone. This is why people do not just look for interesting jobs or for a salary.
The research strongly focuses on belonging to a group of people, to a company and people want to be proud of their workplace and identify with their work.
All these are emotional elements the space can express showing what people are passionate about, creating the identity of the company and representing the values and the vision it shares with the employees. This creates engagement, and research shows that people who are engaged and emotionally connected to the workplace perform much better. They are less ill, they have fewer accidents and make fewer mis- takes. Any company able to engage its employees better will have a huge advantage in today’s global market. Is there a “golden rule” in balancing the need to focus and to col- laborate in the agile office? If so how do you calibrate this rule to the specific needs of each company?

S.C. _ No, we have not found a golden rule yet, to be honest, and every time we discuss the topic of balance between focus and collaboration with our employees get a different result. This is because focus and collaboration - not to mention all the other modalities in between of course - are “the” elements that define the workplace. We come togeth- er in places because we want to work in teams, but, at the same time, we need to find places to focus and think. In order to work and gener- ate new ideas, it takes the right balance between being able to think and reflect and being able to exchange with and inspire others. This is why research is crucial. It helps understand how the company works, how many different types of work it promotes and how to create the right mix: selecting the right ingredients and combining them in the right way, with the right amount and in the right architecture.
In your projects, it is quite common to see everyday objects replac- ing traditional office solutions: boats and cable cars used as seating or meeting rooms, vintage household furniture to characterize more informal spaces. What is the role of industrial office furniture in the social areas of your projects? T.R. _ Indeed, you can find quite unusual objects in many of our pro- jects.
The reason is very simple: we are trying to create identity. And identity is based on symbols and objects that reflect and stand for the company culture, its values and spirit. This, however, is only one side of the coin. We also use these objects to create emotional spaces to promote a cer- tain mind set. When we design a workshop space, we like to think of people feeling relaxed, open and interested in other people’s ideas. Therefore, we create a stage combining functional furniture from of- fice suppliers and emotional components we might find anywhere. However, since people might have to change their working modalities quickly, we always design spaces to facilitate such mindshifts as much as possible.
Only a combination of different solutions, i.e. home furniture, home accessories and office furniture can really help people use the work- space to perform to the best of their ability.",77,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,,Section Description,"Eight case studies of spaces, applications, initiatives, policies, products and services that reveal the importance of the correct workplace strategy and how great minds handle it.",78,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,HOFFICE,Subtitle,Come and work at someone’s home,79,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,HOFFICE,Body Copy,"It is a new service that lets you turn an apartment in a coworking space, combining the convenience of working from home with the advantages of a sharing a common area with other freelancers.

The project started about a year ago in Stockholm, based on an idea by Christofer Gradin Franzen and Johline Zandra, when they invited some people to work together at home. Currently, the platform is present in many European cities, in North America, Australia, India and Japan. As well as facilitating the sharing free work space, Hoffice provides advice on how to organize your workday to make it fun and productive.

The service shows the growing tendency toward creating flexible spaces and work patterns that arise from the combination of different models and spaces.",80,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,HOFFICE,Link,http://hoffice.nu/en/,81,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,WEWORK - WELIVE,Subtitle,Create your life’s work,82,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,WEWORK - WELIVE,Body Copy,"WeWork is a coworking space born in the US in 2010; it is based on the concept of building a working community in which the presence of young entrepreneurs, freelancers and more structured companies is balanced in order to stimulate natural networking.

More recently, the very same concept has been used to develop a co- living model, WeLive, and its first experimentation was conducted New York.

WeWork and WeLive offer an alternative to the current way of life and living, building on the belief that “life is better when we are part of a community that believes in something bigger than itself”.",83,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,WEWORK - WELIVE,Link,"https://www.wework.com 
https://www.welive.comSuccess_A_Case_Study_Analysis",84,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,MEET,Subtitle,The meeting solution company,85,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,MEET,Body Copy,"MEET is a company that provides spaces and services for meetings and unique events.

The people at MEET are specialized in providing successful and highly productive meetings through unique venues and efficient services. All the locations are designed to stimulate creativity and energy.

Based on the experience of recent years Meet started a consulting ser- vice for recreating the conditions of a perfect meeting also within the meeting rooms and spaces of companies offering tools to improve col- laboration and cooperation between people.

Meet demonstrates that more and more companies consider their space a service to rent and use when there is a real need
",86,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,MEET,Link,http://www.meetonchrystie.com,87,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GOOGLE PLEX,Subtitle,The Office Biosphere,88,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GOOGLE PLEX,Body Copy,"The expansion of Google’s headquarters is revolutionizing the campus model and the way we think and design buildings.

On 60 acres of land, a series of modular buildings, gardens, playgrounds and other facilities will be covered by an artificial sky composed of four huge glass canopies, each stretched over steel pillars.

Below the artificial sky it will be possible to regulate the microclimate and light intensity to allow 10,000 employees to move and work in a condition similar to an open-air office. Google Plex will be open to the public and parks and squares on the ground floor enriched by shops and other business activities will be accessible to citizens.

The trend towards corporate campuses is still very present especially in big new economy companies.",89,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GOOGLE PLEX,Link,https://www.dezeen.com/2016/03/15/big-bjarke-ingels-thomas- heatherwick-studio-new-google-campus-design-charleston-east- mountain-view-california/,90,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,SURFOFFICE,Subtitle,Build the productivity under the sun,91,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,SURFOFFICE,Body Copy,"Work when and where you want to; work time no longer completely detached from living; these are premises of SurfOffice, where wellbeing and work are not incompatible concepts.
Born in 2013 with the idea of changing the way people travel, work and play, SurfOffice allows you to alternate moments of work, sport and wellness.
At SurfOffice, companies can follow the philosophy of “Build productivity under the sun”, sending their employees to work on a project or to experience teambuilding events combining relaxation, work, vacation and fun.
They promise to bring unique experiences to the employees with increased creativity and productivity.",92,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,SURFOFFICE,Link,http://www.thesurfoffice.com,93,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,AUTOGRILL,Subtitle,Your office on the move,94,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,AUTOGRILL,Body Copy,"People have always travelled for work, but now they seek to be able to work while traveling.
The Autogrill Villoresi addresses this need by transforming a crossroad to a meeting and working place.
To do so, it developed the interior design of a rest area by adding a mezzanine and a business lounge totally dedicated to working. All the facilities can be booked for business meetings or conferences in environments equipped with Wi-Fi, projectors, microphones, printers and catering.
The notion of being able anywhere is very present in this case and shows us how any place of our everyday life may be turned into an efficient work space.",95,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,AUTOGRILL,Link,https://www.autogrillvilloresiest,96,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,OPEN DESK,Subtitle,A different approach to design furniture,97,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,OPEN DESK,Body Copy,"OpenDesk is a global platform for the local production of office furniture based on a global network of manufacturerers ablo to produce furniture using digital manufacturing technologies and a wide collection of models created by international designers.

Digital manufacturing is a process in which the cutting and lasermachines are controlled by a computer. The most common forms of digital fabrication are: CNC, 3D printing and laser cutting.

The ease of realization, the possibility of being able to produce only a few examples, the freedom to customize and modify the furniture according to specific needs, are just some of the interesting elements which make Open Desk a unique company in the office furniture business.",98,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,OPEN DESK,Link,http://www.opendesk.cc_ Rory Gardiner (photografer),99,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GIGWALK,Subtitle,Managing a distributed workforce,100,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GIGWALK,Body Copy,"Gigwalk is an online service with the aim to reinvent and reorganize the workflow in an increasingly mobile world. It enables teams to work from different places and at different times to organize projects and tasks by efficiently managing the communication between people, actions and timing.
Among other features Gigwalk automatically processes reports on the progress of work. One may also search for other employees or freelancers available to carry out a fixedterm task, thus flexibly managing the manpower required to carry out a specific project.
The platform can be integrated in professional HR services and other office management tools.",101,,,
From Space to Place,People & Culture,,Emerging Patterns,Trends,Case Study,GIGWALK,Link,https://www.gigwalk.com/,102,,,
From Space to Place,People & Culture,,Case Study,,,EASYCREDIT,Section Description,"The new headquarters of Team Bank envision a new way of working at a bank, designed to promote agile working and to adapt to the employees’ needs",103,,,
From Space to Place,People & Culture,,Case Study,,,EASYCREDIT,Body Copy,"When the Swiss architecture and design studio Evolution Design was called to de- velop a scheme for the interior of the Team Bank HQ in Nuremberg, it was imme- diately clear that the starting point would be easyCredit’s visions and values: trans- parency, openness and communication incorporated in its internal space concept to balance the modesty and simplicity displayed in its external appearance.

The biggest challenge was the change from a traditional workspace with dedicated desks to a completely new activity based style of working. Thus, the building was divided into “Homezones” and “Meet & Create Zones”.
Each “Homebase” consists of a unique mixture of different workplace typologies to cater to the different needs of the employees depending on their daily activities. A share rate of 75% was introduced based on extensive occupancy and work typolo- gy research. As a consequence, extra space was gained for the “Meet & Create Zone”. This area is the driver for creativity and innovation and consists of a large number of diverse informal areas and specially designed spaces for creativity and focus.
The internal functional organization of the building utilizes the idea of a city: a main staff restaurant and a Barista Bar with a vibrant “marketplace” feeling, the “Homezone”, consisting of several “Homebases” creating individual local neigh- bourhoods for the employees to work in, and the inner ring of the building as the “Meet & Create Zone”.",104,,,
From Space to Place,People & Culture,,Solutions,,,,Subtitle,MASTERING A NEW SPACE ODYSSEY,105,,,
From Space to Place,People & Culture,,Solutions,,,,Section Description,"How can the design of the office environment and of the space solutions enhance informal communication, collaboration and contribute to more effectiveness and better performance at work?",106,,,
From Space to Place,People & Culture,,Solutions,,,,Body Copy,"Both old and new organizational structures see the enormous potential of open networks and an increased need for interaction.
A successful corporate facility must provide the right mix of spaces to support both collaboration and concentration and a quick transition from one modality to another.",107,,,
Generation Flex,Health & Wellbeing,,Facts and figures,,,,Section Description,Having different generations at work in the same space is now a key factor in organisational success. We must find new ways to address the priorities of individuals and nurture each person's wellbeing.,108,,,
Generation Flex,Health & Wellbeing,,Facts and figures,,,,Body Copy,"We all are getting older and the world is aging with us. Longer life expectancies and falling fertility rates are a fact of life for countries worldwide, with implications that many of them seem unprepared to address.",109,,,
Generation Flex,Health & Wellbeing,,The expert‘s talk,HOW TO PROMOTE MULTIGENERATIONAL COLLABORATION,,,Section Description,"An interview with Jasmine Torfi from Swisscom, the leading telecommunications company in Switzerland based in Ittigen, near the capital city of Bern.",110,,,
Generation Flex,Health & Wellbeing,,The expert‘s talk,HOW TO PROMOTE MULTIGENERATIONAL COLLABORATION,,,Bio,"Jasmine Torfi holds a bachelor's degree in International Management. Since April 2014, she has been supporting the development of the Future Work Experience Team and is shaping the shift towards new working models (smart working) within Swisscom. As a Work Smart Coach, she shares her know-how and experience and helps companies to transform. She has already helped 32 customers throughout Switzerland with her WorkSmart Coaching Team. In doing so, the team helps to prepare for cultural change, empower employees (reverse mentoring) and implement modern methods of work in a sustainable way.",111,,,
Generation Flex,Health & Wellbeing,,The expert‘s talk,HOW TO PROMOTE MULTIGENERATIONAL COLLABORATION,,,Interview,"Offices are becoming multigenerational spaces, where at least 4 generations work together side by side. What are the main aspects you have to take into consideration when creating spaces fostering the collaboration between different generations?
J.T._ There are two aspects that are most relevant:
1.        All generations can be integrated and co-designed.
The workplace should make people feel at home. They should identify themselves with their working environment and feel comfortable being there. For example, after a consultation with our facilities management team and the department involved, we redesigned and fitted out our own offices. We have introduced tables with castors to make them more adaptable, repainted walls to make them more attractive and specified lots of wooden elements and fitted curtains to the windows. This is certainly not something that works for every team, but in this case, it contributes enormously to our identity. These spaces are now very popular, as they are not only used by different generations, but also by the executive team.
2.        Create choices and spaces for different needs.
For customers who take part in our Work Smart coaching, it is essential to create spaces that facilitate communication and encourage people to share information spontaneously. This shortens lines of communication and significantly improves the ability of the organisation to innovate. Collaborative spaces are complemented by quieter areas, so-called silent zones, where people can retreat and focus.

You have created The Future Work Experience Team at Swisscom. Which is the purpose of the team and the role it has in your company?
J.T._ At Swisscom we have identified three action fields: Work Smart as the content of Swisscom; product and service innovation and Work Smart Coaching. In each of these fields we have a pilot and co-pilot. I am personally responsible for the field of Work Smart Coaching.
My role is to establish new ways of working with our customers and anchor them. The main factors in this regard are the workplace itself, technology, management and working culture. At Swisscom, the primary driver of cultural change in 2010 was the introduction of a new communication solution. This involved the removal of fixed line phones, amongst other things. Within Swisscom, we introduced a collaboration platform to help us share knowledge, create transparency and learn from each other. The primary aim of this project was the creation of an ‘Open Book Culture’. The first sign of the success of this was the fact that as well as our own company, we found that clients were also drawn to it. So, we started to offer Smart Work Coaching as a service. So far, our team has helped more than 70 companies in this way. A third outcome was that we began to facilitate the implementation of new technologies to foster communication and collaboration. Insights from the projects then feedback into the organisation and help us to develop new ideas.

Which are the main   challenges   and   opportunities of a multigenerational office? How do you handle the different needs and requirements of these generations in implementing new smart working concepts?
J.T._ At the moment, the situation is that older workers often want to engage with our team. This is partly based on a concern that younger people can do their work instead, so they will lose their jobs. However, we believe each person possesses unique skills in their field of expertise. So, for example, we find that older workers are markedly stronger when it comes to project management, whereas younger people are better with new technologies. We want
to harness these particular strengths, irrespective of a person’s age or background, and build on them. This allows us to match each employee as well as we possibly can with what they’re good at. Rather than focusing on their differences, we encourage employees to recognise and value the strengths of others. In this way, we create an environment based on trust, in which people are confident enough to break down barriers and develop their sense of curiosity.

One of the initiatives you guide is a so-called reverse mentoring. Please, tell us how it works and in which way you involve the different generations in these projects.
J.T._ Young employees are also involved in the coaching process, especially by helping older colleagues to adapt to new technologies. For example, specially produced videos communicate the way digital work can be carried out to other employees.
Cultural aspects are also communicated by the younger generation in a natural and playful way.
Part of the reason we employ specific people in the workplace is to help with the adoption of new technology. They wear red sweaters to make them instantly recognisable to colleagues. One of the interesting things we learned was how open older generations of workers are to work with their younger colleagues to learn about new digital devices.
We encourage younger people to present on new working methodologies and also give them the responsibility to lead projects. For example, the Head of Workspace & Collaboration spent several weeks reverse mentoring with one of our younger colleagues. One was responsible for explaining how Work Smart functions and the other was responsible for explaining the role of a management. They were able to learn from each other and to help each other. What are measures that a company should put in place to assure benefits to all generations? How do they contribute to a multi-generational wellbeing?
J.T._ Social Proof is the key factor. When Work Smart is implemented, it is extremely important that there is management buy-in, which means they promote it and live it too. The integration of different disciplines such as IT, HR, FM and communication plays an important role. Another aspect is empowerment and the transfer of responsibility to everybody including younger employees. For example, we recently witnessed a CEO encourage a young employee to join him in formulating a vision for the company. An openness to change and readiness to redefine the roles of young employees contribute to vertical integration.
This opens up new perspectives and creates an environment that does away with control and instead leads to trust and transparency. The right spaces offer the chance for young and old to come together in conversation and to exchange ideas.
These spaces also create new communities. At Swisscom, we also have a virtual employee who we call 'Smartina', who starts conversations about new working methods and is ready with advice and answers.




",112,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,,Section Description,"Eight examples of spaces, applications, initiatives, policies, products and services that showcase the importance of getting workplace strategy right.",113,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,THE INTERN,Subtitle,Multigenerational workforce and popular culture,114,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,THE INTERN,Body Copy,"Today’s and tomorrow’s workforce is expected to work until age 65 or even more. Because of this, it is essential that educators, policymakers and business leaders have a deeper look at the dynamics of a multi- generational workforce, understand its nature and develop supportive management practices.
The Intern is “a comedy that uses humour to demonstrate the value of creating a multi-generational workforce in a world that often glorifies twenty-something billionaires and disregards issues of ageism in the workplace.”
Moreover, the movie highlights the beauty of a variety of work habits that co-exist thanks to a mix of generations: while the “senior” intern brings wisdom, experience and balance into the frenetic workplace of an Internet startup, the movie also celebrates the energy and creativity of the Millennials who are driving today’s tech economy.
",115,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,THE INTERN,Link,http://www.huffingtonpost.com/simin-nikbin-meydani/5-lessons- deniros-intern-_b_8269390.html,116,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,ENCORE.ORG,Subtitle,Second acts for the greater good,117,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,ENCORE.ORG,Body Copy,"While many people might think that the contemporary aging society is merely a problem, many others also see it as a solution. Encore.org promotes work in the second half of life, based on the idea of leveraging the skills and talents of experienced adults to improve communities and the world. It combines social impact, purpose, and often, continued income. In other words Encore is a bridge, a channel, a platform for communication, “a movement to tap the skills and experience of those in midlife and beyond.”
In fact Encore does not work with individual job-seekers, nor do they list jobs. What they do is summarised in 3 points:
-        Use different communication techniques and the power of personal stories to “create a new narrative for later life” with the aim of challenging conventional thinking about aging;
-        Create and support pathways to connect people in later life with opportunities for work that benefits society.
-        Serve as a hub and resource for people who share the Encore vision. By embracing this culture it might be possible to improve later life, and also create a better future for generations to come.
",118,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,ENCORE.ORG,Link,http://encore.org/,119,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,PALETTE,Subtitle,Transgenerational art engagement programme,120,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,PALETTE,Body Copy,"Promoting Art for Life Enrichment Through Transgenerational Engagement (PALETTE) was founded in 2013 and its first programs were launched in 2014. PALETTE connects junior health professionals and active older adults through creative arts activities. In the United States, ageism is a challenging issue, that affects care delivery and long- term health outcomes for older adults. Palette was created in order to challenge those negative attitudes, providing a transgenerational arts programming to foster friendships that can break down generational stereotypes.
A successful intergenerational program is a collaborative experience, with both younger and older generations contributing to the exchange in a meaningful and deliberate manner. Such intergenerational programs can challenge stereotypes and foster new understanding between generations. By structuring its programming around the collaborative creation of art, PALETTE provides a forum for younger and older adults to build relationships in a meaningful and purposeful way.
",121,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,PALETTE,Link,https://paletteprogram.org/,122,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,MOUNT’S ILC,Subtitle,Children of all the ages,123,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,MOUNT’S ILC,Body Copy,"Our society is getting older and many elderly caring associations are starting to understand that combining different generational needs could be a way to increase social interaction in the community.
The Mount’s Intergenerational Learning Center (ILC) is a community of individuals composed of children, adults in need of short-term rehabilitation care and older members of the community who need a home.
Thanks to the interaction and the connections among these generations, the intergenerational learning center offers educational programs for the youngest as well as caring assistance for the oldest. During the workday, children and Mount’s residents come to the classroom, trying different activities such as music, art and storytelling: all these activities bring positive results and benefits for all generations. For the elderly people, having this degree of social interaction helps them in reducing loneliness and mental decline. The impact on children is not clear yet, but researchers suggest that kids who have early contact with older people are more respectful and less conditioned by the ageism phenomenon. For kids, having this kind social interaction is very important for the development of their own values.
",124,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,MOUNT’S ILC,Link,http://washington.providence.org/senior-care/mount-st-vincent/services/child-care/,125,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,NEXTGEN - iPROSPECT,Subtitle,Education for better communication,126,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,NEXTGEN - iPROSPECT,Body Copy,"Even though the majority of the iProspect workforce is comprised of Millennials, they still focus on the interactions between young workers and managers, senior staff members and clients who are Gen Xers or Baby Boomers.
In fact it has been suggested that many young employees might find it difficult to engage to with older people when they are anxious.
This is only one of various possible challenges and potential conflicts that the digital firm wanted to minimise.
In collaboration with Google they created NEXTGEN “a global development programme for all of its employees to help them learn from their peers”. The program aims to train the next generation of digital talent, not only by giving people expertise in a wide range of digital tools but also by improving as much as possible their interpersonal skills, combining interactive live classes and collaborative virtual group projects.
",127,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,NEXTGEN - iPROSPECT,Link,https://www.iprospect.com/en/gb/blog/next-gen-2016/,128,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,REVERSE MENTORING - MICROSOFT,Subtitle,How millennials are becoming the new mentors,129,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,REVERSE MENTORING - MICROSOFT,Body Copy,"In order to cope with both the growing generational gap and the need to stay on the cutting digital edge, more and more senior executives are turning to their younger colleagues for insights and guidance.
At Microsoft Norway, Michael Jacobs, General Manager, regularly meets with Magnus Svorstøl Lie, Partner Sales Executive hired through the Microsoft Academy of College Hires (MACH) program, for one-on-one sessions in flipped mode.
Michael gets coaching on topics ranging from new digital communication tools to workplace trends, while Magnus gets valuable insights into leadership and a glimpse at the larger picture.
It’s called reverse mentoring, initially launched at Microsoft Austria in 2014, has gradually spread over all European countries.
What drives younger talent? How to move forward? What the workplace should look like? These are just some of the questions that can be answered when digital natives coach senior leaders. It is also perceived as a personal challenge in order to learn something different by exploring new ideas and reflecting on leadership and the way it influences the workplace.
",130,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,REVERSE MENTORING - MICROSOFT,Link,https://news.microsoft.com/europe/features/reverse-mentoring-how-millennials-are-becoming-the-new-mentors/,131,,,
Generation Flex,Health & Wellbeing,,Emerging Patterns,Trends,Case Study,GRUPO GALLEGOS,Subtitle,Overlap zones,132,,,
